SK_ID_CURR,TARGET
101213,0.094
101223,0.06
101225,0.077
101237,0.0
101243,0.0
101244,0.158
101258,0.0
101259,0.204
101268,0.142
101269,0.024
101271,0.146
101279,0.0
101281,0.0
101287,0.048
101292,0.0
101294,0.052
101296,0.0
101297,0.038
101299,0.029
101301,0.041
101305,0.0
101308,0.1
101318,0.0
101327,0.287
101329,0.052
101332,0.0
101337,0.105
101343,0.017
101345,0.024
101346,0.018
101353,0.0
101354,0.162
101355,0.241
101356,0.0
101362,0.089
101363,0.265
101365,0.03
101366,0.121
101367,0.2
101368,0.019
101374,0.193
101380,0.019
101383,0.0
101398,0.0
101399,0.273
101401,0.203
101412,0.101
101426,0.047
101427,0.467
101428,0.141
101429,0.0
101434,0.051
101440,0.09
101448,0.072
101449,0.069
101465,0.077
101467,0.026
101472,0.141
101478,0.0
101497,0.063
101504,0.117
101547,0.039
101548,0.098
101555,0.135
101570,0.029
101572,0.044
101578,0.044
101580,0.26
101588,0.131
101602,0.024
101610,0.128
101614,0.056
101616,0.064
101643,0.106
101644,0.034
101649,0.157
101650,0.071
101665,0.0
101667,0.11
101669,0.0
101674,0.074
101675,0.041
101678,0.118
101682,0.102
101686,0.082
101697,0.166
101700,0.302
101711,0.0
101714,0.0
101715,0.22
101728,0.052
101732,0.0
101757,0.0
101758,0.095
101759,0.073
101762,0.033
101764,0.059
101780,0.411
101784,0.03
101789,0.018
101816,0.0
101819,0.041
101827,0.0
101863,0.103
101867,0.087
101870,0.013
101873,0.174
101878,0.11
101879,0.0
101880,0.022
101887,0.102
101897,0.0
101901,0.084
101903,0.315
101920,0.054
101921,0.051
101922,0.0
101961,0.128
101962,0.046
101971,0.043
101976,0.181
102002,0.093
102005,0.035
102007,0.422
102017,0.018
102019,0.241
102029,0.016
102051,0.174
102052,0.016
102054,0.027
102062,0.095
102067,0.0
102068,0.092
102070,0.053
102090,0.0
102092,0.088
102099,0.097
102100,0.051
102112,0.075
102113,0.052
102122,0.193
102123,0.036
102125,0.0
102126,0.231
102146,0.046
102147,0.084
102151,0.035
102158,0.091
102159,0.045
102162,0.076
102165,0.046
102166,0.051
102174,0.031
102193,0.231
102198,0.0
102205,0.139
102206,0.017
102218,0.05
102221,0.055
102230,0.077
102238,0.116
102248,0.0
102252,0.23
102259,0.0
102262,0.102
102273,0.0
102286,0.0
102293,0.034
102294,0.034
102296,0.082
102298,0.069
102303,0.023
102309,0.046
102315,0.045
102340,0.0
102342,0.0
102344,0.0
102346,0.085
102347,0.0
102374,0.034
102380,0.027
102387,0.028
102393,0.039
102403,0.029
102413,0.085
102414,0.007
102415,0.036
102416,0.104
102439,0.054
102441,0.042
102443,0.028
102444,0.091
102445,0.141
102448,0.059
102449,0.073
102450,0.179
102456,0.052
102458,0.093
102459,0.067
102465,0.016
102470,0.196
102471,0.05
102475,0.099
102476,0.171
102506,0.096
102509,0.056
102519,0.0
102522,0.058
102545,0.037
102549,0.055
102562,0.013
102563,0.03
102568,0.114
102582,0.101
102592,0.027
102597,0.172
102605,0.032
102614,0.022
102617,0.094
102634,0.102
102652,0.029
102655,0.016
102671,0.0
102694,0.0
102701,0.048
102703,0.022
102704,0.0
102713,0.0
102720,0.165
102731,0.035
102733,0.063
102749,0.044
102755,0.0
102763,0.023
102770,0.069
102772,0.101
102799,0.187
102838,0.031
102854,0.0
102862,0.11
102863,0.037
102867,0.017
102868,0.018
102878,0.061
102887,0.091
102898,0.192
102904,0.082
102912,0.093
102919,0.0
102927,0.073
102932,0.056
102933,0.182
102935,0.0
102958,0.082
102969,0.085
102971,0.028
102975,0.033
102979,0.065
102982,0.017
102987,0.124
102989,0.099
102995,0.0
102996,0.029
103000,0.0
103001,0.064
103004,0.0
103010,0.034
103025,0.216
103029,0.069
103046,0.098
103056,0.0
103062,0.116
103078,0.029
103083,0.021
103092,0.088
103096,0.085
103097,0.139
103102,0.17
103112,0.076
103132,0.0
103144,0.094
103145,0.072
103146,0.027
103147,0.15
103158,0.0
103171,0.076
103173,0.02
103184,0.037
103195,0.137
103196,0.037
103206,0.012
103230,0.124
103231,0.251
103232,0.029
103239,0.093
103240,0.163
103243,0.039
103252,0.113
103258,0.045
103259,0.185
103279,0.031
103280,0.009
103286,0.03
103287,0.41
103290,0.028
103298,0.048
103315,0.0
103319,0.036
103334,0.103
103336,0.0
103345,0.055
103368,0.024
103371,0.13
103377,0.058
103398,0.018
103404,0.0
103408,0.201
103410,0.059
103418,0.014
103420,0.174
103432,0.093
103433,0.023
103436,0.014
103440,0.044
103453,0.04
103459,0.087
103460,0.0
103461,0.023
103462,0.07
103473,0.116
103474,0.026
103475,0.223
103478,0.197
103480,0.132
103484,0.021
103494,0.064
103513,0.085
103515,0.049
103516,0.24
103525,0.079
103541,0.202
103544,0.026
103562,0.266
103570,0.341
103572,0.127
103574,0.026
103575,0.051
103591,0.115
103594,0.0
103609,0.0
103613,0.0
103614,0.0
103615,0.0
103624,0.051
103625,0.239
103628,0.206
103629,0.02
103647,0.064
103648,0.114
103651,0.056
103658,0.021
103668,0.055
103669,0.044
103676,0.075
103682,0.066
103683,0.0
103689,0.024
103725,0.047
103733,0.146
103744,0.018
103762,0.066
103771,0.0
103773,0.013
103783,0.087
103784,0.065
103808,0.0
103812,0.0
103813,0.122
103814,0.0
103818,0.266
103824,0.035
103828,0.0
103830,0.0
103840,0.014
103842,0.108
103847,0.207
103848,0.108
103851,0.014
103854,0.221
103857,0.259
103861,0.0
103862,0.074
103865,0.0
103870,0.017
103876,0.024
103891,0.388
103908,0.04
103914,0.0
103918,0.112
103940,0.042
103963,0.118
103966,0.108
103971,0.099
103980,0.088
103984,0.0
103985,0.044
103998,0.25
104019,0.022
104026,0.033
104035,0.094
104044,0.064
104045,0.042
104047,0.112
104051,0.0
104058,0.0
104063,0.017
104066,0.081
104087,0.021
104089,0.044
104095,0.047
104098,0.177
104104,0.03
104110,0.349
104120,0.0
104122,0.033
104131,0.025
104132,0.115
104135,0.0
104136,0.054
104149,0.082
104150,0.0
104156,0.258
104165,0.158
104175,0.05
104179,0.114
104184,0.105
104206,0.0
104216,0.275
104230,0.131
104257,0.028
104272,0.045
104273,0.101
104278,0.0
104294,0.119
104295,0.066
104297,0.027
104298,0.049
104308,0.07
104318,0.032
104319,0.0
104320,0.133
104327,0.094
104334,0.078
104344,0.05
104350,0.029
104351,0.125
104354,0.051
104369,0.149
104376,0.065
104381,0.042
104384,0.052
104391,0.0
104394,0.031
104398,0.197
104402,0.022
104408,0.0
104409,0.0
104410,0.234
104412,0.0
104417,0.108
104424,0.096
104426,0.0
104435,0.0
104445,0.0
104458,0.012
104460,0.071
104466,0.035
104472,0.121
104473,0.119
104479,0.0
104480,0.038
104482,0.161
104499,0.0
104501,0.0
104502,0.036
104506,0.095
104510,0.015
104512,0.0
104520,0.155
104528,0.087
104529,0.027
104541,0.065
104578,0.0
104584,0.061
104588,0.136
104602,0.127
104610,0.0
104611,0.115
104618,0.106
104620,0.038
104622,0.028
104624,0.0
104625,0.127
104634,0.118
104639,0.096
104646,0.042
104647,0.052
104652,0.024
104670,0.0
104677,0.0
104685,0.188
104691,0.06
104696,0.0
104699,0.0
104712,0.176
104714,0.066
104717,0.0
104718,0.019
104740,0.035
104741,0.049
104743,0.0
104744,0.05
104747,0.113
104767,0.066
104772,0.491
104776,0.225
104779,0.0
104814,0.029
104815,0.027
104830,0.09
104831,0.2
104833,0.102
104839,0.038
104840,0.039
104860,0.103
104861,0.025
104866,0.072
104870,0.04
104877,0.109
104878,0.0
104879,0.041
104880,0.078
104899,0.047
104906,0.0
104907,0.079
104913,0.11
104916,0.111
104921,0.049
104930,0.066
104931,0.217
104936,0.032
104937,0.076
104942,0.024
104943,0.045
104969,0.09
104972,0.283
104988,0.117
105013,0.043
105015,0.044
105019,0.0
105027,0.0
105030,0.08
105035,0.367
105041,0.0
105051,0.088
105056,0.0
105067,0.512
105071,0.117
105072,0.0
105074,0.223
105091,0.067
105101,0.052
105103,0.045
105134,0.046
105139,0.041
105142,0.137
105146,0.047
105163,0.038
105168,0.131
105172,0.018
105176,0.325
105195,0.072
105196,0.213
105197,0.0
105203,0.058
105223,0.086
105227,0.0
105228,0.016
105230,0.0
105231,0.167
105239,0.028
105242,0.055
105244,0.0
105245,0.065
105248,0.035
105249,0.049
105266,0.12
105271,0.232
105276,0.098
105282,0.031
105292,0.092
105297,0.0
105332,0.088
105333,0.034
105343,0.0
105344,0.05
105345,0.142
105357,0.048
105359,0.063
105366,0.03
105367,0.086
105370,0.013
105377,0.071
105390,0.046
105399,0.015
105403,0.0
105404,0.041
105414,0.03
105417,0.057
105425,0.165
105452,0.112
105454,0.087
105456,0.084
105470,0.056
105471,0.0
105483,0.089
105493,0.105
105508,0.113
105514,0.054
105515,0.0
105528,0.259
105529,0.0
105531,0.0
105532,0.074
105558,0.0
105574,0.023
105578,0.0
105584,0.308
105595,0.09
105617,0.0
105618,0.0
105621,0.045
105625,0.072
105629,0.11
105630,0.021
105634,0.0
105635,0.024
105641,0.143
105647,0.093
105648,0.078
105655,0.0
105657,0.0
105672,0.094
105678,0.162
105682,0.079
105691,0.048
105692,0.045
105706,0.075
105712,0.056
105720,0.067
105734,0.024
105735,0.044
105736,0.144
105737,0.022
105738,0.15
105740,0.213
105744,0.048
105747,0.063
105749,0.234
105754,0.073
105758,0.031
105760,0.079
105767,0.0
105784,0.183
105791,0.043
105802,0.115
105807,0.134
105809,0.03
105816,0.089
105817,0.036
105824,0.164
105832,0.085
105856,0.03
105865,0.0
105899,0.156
105906,0.0
105916,0.067
105923,0.096
105937,0.157
105965,0.0
105966,0.086
105968,0.032
105973,0.032
105976,0.103
105978,0.07
105979,0.037
105991,0.094
105998,0.103
105999,0.056
106000,0.0
106001,0.08
106010,0.094
106011,0.048
106013,0.172
106015,0.0
106026,0.017
106032,0.0
106035,0.231
106040,0.065
106041,0.159
106044,0.0
106053,0.263
106054,0.016
106065,0.261
106081,0.058
106083,0.0
106087,0.025
106090,0.099
106101,0.0
106102,0.049
106109,0.074
106116,0.06
106150,0.018
106155,0.186
106166,0.027
106176,0.079
106189,0.033
106199,0.118
106205,0.085
106206,0.104
106211,0.034
106214,0.028
106216,0.084
106217,0.079
106225,0.057
106249,0.0
106256,0.0
106258,0.0
106261,0.06
106262,0.106
106264,0.014
106271,0.057
106276,0.022
106277,0.145
106286,0.11
106293,0.028
106295,0.059
106296,0.052
106297,0.164
106298,0.04
106311,0.035
106314,0.063
106320,0.073
106334,0.094
106346,0.0
106347,0.022
106349,0.0
106354,0.073
106360,0.022
106373,0.121
106377,0.0
106386,0.161
106387,0.069
106391,0.011
106401,0.17
106411,0.133
106413,0.275
106426,0.124
106427,0.0
106428,0.111
106434,0.048
106438,0.064
106440,0.066
106441,0.033
106452,0.176
106453,0.105
106454,0.034
106457,0.161
106484,0.0
106488,0.177
106491,0.0
106514,0.113
106527,0.094
106528,0.03
106529,0.011
106534,0.119
106550,0.269
106577,0.041
106585,0.093
106590,0.0
106607,0.0
106610,0.08
106611,0.037
106612,0.13
106624,0.0
106631,0.025
106647,0.326
106660,0.187
106674,0.031
106687,0.0
106712,0.054
106713,0.0
106717,0.082
106720,0.138
106721,0.105
106724,0.062
106735,0.088
106739,0.066
106740,0.0
106754,0.076
106760,0.283
106761,0.07
106784,0.129
106787,0.056
106797,0.015
106798,0.0
106802,0.134
106803,0.108
106804,0.444
106805,0.028
106810,0.134
106812,0.158
106813,0.0
106817,0.09
106822,0.039
106823,0.046
106827,0.0
106841,0.0
106851,0.127
106852,0.062
106853,0.169
106854,0.455
106861,0.056
106873,0.058
106877,0.031
106878,0.025
106881,0.125
106900,0.013
106906,0.0
106907,0.077
106914,0.119
106916,0.082
106924,0.018
106931,0.032
106936,0.081
106937,0.134
106938,0.044
106939,0.1
106943,0.0
106944,0.0
106967,0.041
106980,0.066
106986,0.0
106987,0.035
106990,0.044
107013,0.0
107023,0.047
107033,0.0
107037,0.097
107048,0.051
107071,0.042
107081,0.013
107113,0.069
107130,0.066
107131,0.025
107145,0.124
107156,0.107
107219,0.104
107222,0.157
107223,0.481
107232,0.118
107245,0.064
107246,0.023
107247,0.0
107256,0.018
107259,0.018
107260,0.0
107279,0.283
107280,0.0
107281,0.038
107285,0.037
107329,0.042
107337,0.133
107349,0.0
107350,0.035
107351,0.0
107359,0.281
107391,0.137
107394,0.049
107395,0.0
107406,0.041
107416,0.121
107417,0.0
107418,0.0
107419,0.0
107444,0.017
107445,0.045
107446,0.119
107460,0.0
107470,0.031
107475,0.0
107520,0.034
107526,0.077
107527,0.0
107530,0.007
107532,0.09
107534,0.101
107535,0.0
107554,0.317
107556,0.024
107559,0.158
107561,0.034
107564,0.113
107566,0.048
107571,0.056
107590,0.17
107602,0.132
107625,0.083
107626,0.376
107635,0.019
107636,0.038
107645,0.07
107652,0.344
107655,0.0
107668,0.058
107670,0.054
107677,0.008
107680,0.122
107683,0.0
107684,0.0
107691,0.079
107692,0.071
107703,0.044
107709,0.016
107710,0.107
107721,0.277
107725,0.114
107727,0.076
107739,0.019
107740,0.062
107741,0.0
107747,0.0
107765,0.336
107768,0.0
107775,0.197
107782,0.262
107790,0.0
107801,0.068
107807,0.021
107811,0.073
107817,0.088
107826,0.047
107838,0.122
107839,0.0
107843,0.092
107847,0.081
107849,0.158
107850,0.0
107867,0.104
107871,0.085
107908,0.037
107913,0.064
107927,0.035
107931,0.0
107955,0.0
107962,0.105
107977,0.06
107978,0.123
107993,0.028
108010,0.135
108016,0.075
108018,0.307
108027,0.134
108045,0.138
108069,0.114
108082,0.045
108089,0.07
108092,0.029
108106,0.03
108112,0.096
108120,0.09
108122,0.188
108135,0.078
108170,0.02
108171,0.055
108177,0.011
108180,0.099
108183,0.023
108184,0.027
108185,0.074
108192,0.092
108195,0.13
108196,0.131
108218,0.046
108219,0.15
108243,0.108
108249,0.021
108251,0.015
108274,0.0
108280,0.506
108289,0.047
108292,0.041
108295,0.053
108327,0.0
108332,0.054
108346,0.0
108349,0.145
108353,0.069
108362,0.0
108363,0.0
108377,0.245
108378,0.144
108381,0.02
108383,0.146
108390,0.074
108407,0.0
108408,0.037
108411,0.043
108412,0.0
108419,0.077
108436,0.307
108437,0.14
108438,0.067
108441,0.04
108448,0.024
108449,0.0
108466,0.0
108467,0.161
108473,0.0
108474,0.095
108476,0.031
108479,0.025
108486,0.0
108493,0.028
108501,0.035
108506,0.23
108510,0.066
108511,0.088
108514,0.064
108517,0.022
108519,0.077
108522,0.013
108548,0.0
108554,0.072
108555,0.108
108559,0.055
108562,0.059
108571,0.065
108572,0.036
108579,0.065
108583,0.018
108584,0.0
108592,0.04
108602,0.027
108609,0.0
108613,0.0
108616,0.036
108618,0.0
108620,0.0
108643,0.0
108649,0.037
108654,0.087
108655,0.0
108656,0.052
108667,0.0
108668,0.111
108682,0.0
108690,0.088
108691,0.077
108692,0.188
108695,0.062
108699,0.066
108710,0.22
108718,0.238
108739,0.098
108740,0.015
108741,0.02
108742,0.157
108763,0.013
108767,0.102
108769,0.208
108779,0.265
108788,0.038
108801,0.053
108802,0.052
108810,0.099
108811,0.039
108813,0.018
108814,0.153
108825,0.075
108826,0.217
108830,0.091
108834,0.056
108852,0.049
108887,0.129
108901,0.108
108908,0.0
108910,0.109
108920,0.0
108922,0.027
108929,0.133
108930,0.059
108937,0.0
108938,0.028
108943,0.0
108948,0.039
108953,0.063
108956,0.123
108965,0.016
108985,0.197
108986,0.0
108987,0.046
108990,0.022
108991,0.114
108993,0.124
109000,0.198
109001,0.107
109012,0.404
109014,0.082
109015,0.078
109021,0.023
109037,0.0
109042,0.125
109044,0.0
109046,0.59
109064,0.01
109084,0.0
109086,0.059
109092,0.011
109093,0.133
109100,0.093
109101,0.014
109110,0.034
109114,0.121
109126,0.057
109152,0.007
109162,0.048
109167,0.069
109168,0.11
109169,0.033
109179,0.067
109184,0.069
109191,0.101
109192,0.0
109193,0.02
109196,0.123
109206,0.056
109210,0.018
109244,0.141
109249,0.0
109273,0.0
109276,0.208
109281,0.029
109287,0.0
109297,0.133
109298,0.053
109306,0.0
109309,0.0
109321,0.348
109328,0.183
109336,0.042
109342,0.0
109346,0.018
109347,0.114
109348,0.0
109362,0.069
109363,0.0
109367,0.053
109370,0.012
109393,0.126
109405,0.045
109413,0.106
109414,0.552
109421,0.0
109427,0.141
109428,0.0
109429,0.201
109437,0.027
109443,0.0
109461,0.052
109468,0.082
109469,0.0
109471,0.107
109479,0.076
109484,0.008
109501,0.058
109505,0.089
109535,0.0
109539,0.02
109544,0.154
109545,0.016
109551,0.106
109553,0.0
109555,0.037
109561,0.041
109580,0.02
109583,0.291
109593,0.139
109604,0.114
109620,0.083
109635,0.0
109637,0.35
109638,0.092
109642,0.067
109649,0.053
109652,0.061
109656,0.0
109663,0.05
109696,0.211
109700,0.155
109709,0.087
109735,0.066
109740,0.0
109741,0.113
109749,0.1
109764,0.026
109771,0.147
109772,0.0
109773,0.33
109798,0.0
109802,0.115
109804,0.056
109813,0.068
109818,0.073
109848,0.0
109850,0.022
109851,0.0
109855,0.035
109871,0.253
109877,0.0
109883,0.026
109886,0.011
109905,0.125
109936,0.207
109950,0.15
109958,0.08
109959,0.109
109969,0.0
109971,0.028
109984,0.013
109985,0.371
109988,0.096
109992,0.071
110005,0.0
110009,0.08
110011,0.265
110014,0.0
110026,0.046
110042,0.04
110058,0.008
110069,0.0
110080,0.039
110087,0.0
110091,0.029
110094,0.061
110098,0.277
110105,0.055
110117,0.0
110136,0.168
110138,0.227
110149,0.203
110164,0.151
110202,0.101
110212,0.045
110226,0.008
110236,0.031
110249,0.0
110257,0.077
110258,0.027
110277,0.03
110282,0.058
110284,0.042
110286,0.115
110289,0.018
110304,0.034
110319,0.076
110324,0.086
110326,0.037
110335,0.035
110337,0.196
110338,0.0
110343,0.027
110345,0.026
110347,0.137
110355,0.015
110359,0.044
110360,0.099
110364,0.115
110371,0.103
110372,0.045
110376,0.108
110379,0.224
110380,0.0
110393,0.067
110401,0.291
110406,0.0
110411,0.0
110416,0.0
110420,0.0
110443,0.046
110465,0.0
110468,0.074
110469,0.108
110471,0.304
110487,0.238
110491,0.1
110504,0.076
110547,0.08
110550,0.0
110559,0.247
110578,0.101
110582,0.059
110590,0.04
110598,0.0
110601,0.374
110602,0.0
110604,0.0
110625,0.289
110626,0.149
110636,0.227
110637,0.072
110638,0.112
110646,0.044
110648,0.031
110652,0.047
110681,0.051
110682,0.0
110687,0.215
110691,0.012
110694,0.063
110695,0.037
110696,0.102
110708,0.03
110710,0.026
110717,0.098
110730,0.0
110740,0.051
110742,0.056
110747,0.06
110761,0.062
110766,0.042
110769,0.039
110774,0.091
110803,0.021
110805,0.027
110809,0.315
110827,0.0
110832,0.075
110839,0.084
110859,0.144
110861,0.0
110863,0.242
110865,0.0
110881,0.188
110889,0.039
110891,0.0
110894,0.013
110895,0.061
110907,0.231
110914,0.117
110933,0.008
110934,0.014
110937,0.0
110953,0.037
110954,0.127
110958,0.195
110970,0.054
110974,0.091
110977,0.084
110989,0.022
110993,0.37
110994,0.191
111018,0.015
111019,0.04
111030,0.0
111032,0.057
111041,0.0
111045,0.058
111048,0.005
111052,0.055
111070,0.0
111084,0.135
111091,0.073
111104,0.031
111108,0.075
111112,0.078
111127,0.016
111142,0.098
111146,0.0
111165,0.054
111168,0.0
111169,0.198
111172,0.055
111173,0.016
111174,0.167
111175,0.167
111176,0.031
111177,0.081
111180,0.043
111182,0.021
111192,0.038
111194,0.099
111196,0.119
111197,0.03
111198,0.027
111205,0.0
111207,0.042
111222,0.022
111228,0.05
111233,0.046
111256,0.025
111258,0.028
111262,0.033
111263,0.105
111267,0.013
111269,0.0
111276,0.038
111277,0.224
111279,0.18
111290,0.026
111294,0.012
111295,0.086
111315,0.242
111318,0.166
111327,0.022
111328,0.103
111332,0.061
111338,0.025
111343,0.169
111344,0.024
111345,0.417
111347,0.039
111356,0.0
111359,0.0
111367,0.034
111368,0.0
111391,0.0
111408,0.013
111412,0.073
111419,0.142
111422,0.0
111423,0.328
111439,0.0
111452,0.302
111456,0.0
111467,0.0
111478,0.127
111482,0.041
111488,0.18
111503,0.141
111510,0.013
111512,0.0
111518,0.122
111532,0.098
111537,0.0
111541,0.07
111544,0.0
111550,0.0
111554,0.157
111560,0.157
111566,0.026
111567,0.148
111592,0.0
111618,0.077
111620,0.0
111627,0.0
111641,0.187
111646,0.242
111652,0.048
111657,0.04
111664,0.098
111665,0.037
111669,0.014
111673,0.0
111687,0.019
111688,0.0
111689,0.0
111694,0.099
111695,0.084
111698,0.062
111703,0.013
111709,0.0
111712,0.03
111715,0.046
111724,0.058
111730,0.029
111747,0.037
111760,0.038
111761,0.022
111763,0.098
111776,0.0
111777,0.0
111781,0.037
111793,0.049
111804,0.243
111810,0.283
111816,0.023
111818,0.064
111830,0.022
111832,0.05
111841,0.015
111842,0.047
111843,0.083
111846,0.093
111848,0.325
111856,0.021
111857,0.017
111877,0.025
111882,0.0
111883,0.095
111891,0.018
111893,0.018
111901,0.049
111912,0.101
111913,0.028
111955,0.0
111958,0.0
111960,0.0
111967,0.038
112000,0.079
112003,0.116
112015,0.191
112019,0.328
112020,0.032
112028,0.041
112029,0.094
112031,0.0
112039,0.065
112042,0.015
112049,0.0
112052,0.149
112054,0.019
112055,0.044
112063,0.078
112070,0.0
112071,0.07
112080,0.0
112083,0.02
112085,0.082
112089,0.077
112098,0.3
112100,0.054
112105,0.039
112124,0.054
112126,0.065
112127,0.079
112128,0.028
112148,0.03
112149,0.03
112165,0.142
112170,0.044
112171,0.078
112176,0.0
112186,0.03
112199,0.079
112203,0.043
112214,0.119
112215,0.045
112216,0.0
112224,0.033
112225,0.063
112231,0.411
112234,0.079
112235,0.025
112236,0.0
112254,0.125
112265,0.132
112271,0.053
112284,0.026
112287,0.088
112295,0.145
112303,0.214
112307,0.199
112310,0.033
112312,0.201
112313,0.009
112326,0.089
112333,0.0
112334,0.067
112339,0.032
112347,0.036
112350,0.056
112356,0.202
112357,0.074
112359,0.108
112360,0.0
112371,0.171
112385,0.05
112392,0.031
112401,0.235
112405,0.0
112414,0.169
112429,0.092
112448,0.0
112467,0.108
112468,0.123
112469,0.09
112491,0.105
112500,0.101
112510,0.382
112535,0.253
112537,0.0
112551,0.063
112552,0.043
112556,0.069
112577,0.045
112590,0.0
112593,0.0
112596,0.17
112601,0.006
112604,0.116
112622,0.035
112655,0.0
112663,0.02
112667,0.0
112670,0.037
112676,0.036
112677,0.086
112679,0.023
112683,0.108
112688,0.052
112692,0.119
112696,0.197
112702,0.038
112709,0.0
112720,0.038
112735,0.0
112738,0.0
112742,0.0
112748,0.009
112749,0.018
112766,0.071
112767,0.0
112769,0.0
112771,0.118
112775,0.057
112794,0.143
112795,0.028
112796,0.039
112815,0.033
112817,0.082
112821,0.078
112822,0.0
112829,0.169
112831,0.25
112835,0.0
112838,0.0
112842,0.0
112844,0.212
112845,0.016
112846,0.025
112847,0.028
112867,0.132
112868,0.0
112874,0.0
112879,0.027
112882,0.095
112886,0.081
112895,0.0
112896,0.0
112902,0.074
112904,0.039
112917,0.301
112932,0.122
112944,0.041
112946,0.107
112947,0.044
112948,0.0
112966,0.109
112967,0.0
112971,0.08
112973,0.073
112974,0.0
112978,0.141
112988,0.0
112992,0.172
113003,0.0
113004,0.047
113007,0.239
113020,0.259
113025,0.155
113032,0.0
113042,0.128
113047,0.0
113066,0.057
113067,0.166
113071,0.076
113087,0.204
113108,0.021
113109,0.029
113123,0.043
113128,0.364
113134,0.0
113151,0.059
113175,0.253
113181,0.0
113188,0.0
113191,0.047
113193,0.0
113201,0.193
113209,0.059
113222,0.043
113248,0.0
113272,0.0
113276,0.031
113287,0.009
113302,0.0
113308,0.04
113316,0.112
113318,0.054
113320,0.0
113322,0.278
113325,0.321
113326,0.103
113332,0.056
113346,0.318
113352,0.032
113361,0.017
113362,0.013
113365,0.087
113366,0.0
113368,0.03
113382,0.008
113385,0.059
113390,0.16
113391,0.059
113393,0.07
113396,0.064
113397,0.066
113402,0.0
113403,0.052
113405,0.088
113406,0.108
113410,0.513
113413,0.063
113418,0.031
113419,0.019
113435,0.16
113438,0.183
113447,0.022
113458,0.063
113466,0.045
113475,0.06
113482,0.0
113490,0.031
113505,0.04
113508,0.086
113520,0.027
113532,0.058
113535,0.054
113549,0.038
113557,0.153
113558,0.028
113561,0.035
113566,0.028
113569,0.056
113574,0.028
113576,0.169
113577,0.058
113585,0.058
113587,0.144
113599,0.122
113601,0.101
113602,0.06
113605,0.051
113609,0.246
113611,0.097
113616,0.104
113627,0.414
113631,0.217
113643,0.09
113652,0.11
113657,0.047
113659,0.0
113672,0.0
113680,0.03
113692,0.0
113694,0.0
113695,0.252
113701,0.049
113733,0.032
113738,0.0
113740,0.053
113742,0.031
113777,0.023
113783,0.099
113788,0.076
113789,0.098
113791,0.0
113795,0.101
113799,0.123
113805,0.0
113820,0.034
113822,0.0
113824,0.033
113829,0.0
113832,0.021
113833,0.102
113841,0.026
113849,0.096
113862,0.194
113863,0.134
113864,0.036
113870,0.027
113875,0.0
113882,0.0
113887,0.103
113894,0.0
113909,0.015
113930,0.135
113936,0.083
113939,0.0
113942,0.082
113943,0.209
113945,0.0
113947,0.01
113950,0.044
113951,0.118
113957,0.084
113966,0.199
113967,0.051
113977,0.105
113984,0.1
113986,0.0
113992,0.043
113998,0.008
113999,0.386
114003,0.078
