SK_ID_CURR,TARGET
101429,0.082
101434,0.075
101440,0.081
101448,0.076
101449,0.075
101465,0.064
101467,0.073
101472,0.087
101478,0.079
101497,0.07
101504,0.088
101547,0.076
101548,0.105
101555,0.081
101570,0.08
101572,0.07
101578,0.078
101580,0.119
101588,0.095
101602,0.08
101610,0.104
101614,0.078
101616,0.081
101643,0.076
101644,0.09
101649,0.1
101650,0.079
101665,0.069
101667,0.107
101669,0.069
101674,0.1
101675,0.07
101678,0.087
101682,0.068
101686,0.081
101697,0.086
101700,0.118
101711,0.065
101714,0.057
101715,0.081
101728,0.073
101732,0.07
101757,0.083
101758,0.085
101759,0.076
101762,0.057
101764,0.059
101780,0.122
101784,0.073
101789,0.068
101816,0.085
101819,0.07
101827,0.057
101863,0.084
101867,0.081
101870,0.057
101873,0.095
101878,0.088
101879,0.08
101880,0.071
101887,0.079
101897,0.075
101901,0.084
101903,0.124
101920,0.07
101921,0.076
101922,0.102
101961,0.115
101962,0.083
101971,0.068
101976,0.093
102002,0.099
102005,0.071
102007,0.102
102017,0.075
102019,0.101
102029,0.071
102051,0.088
102052,0.069
102054,0.085
102062,0.083
102067,0.082
102068,0.088
102070,0.078
102090,0.083
102092,0.09
102099,0.09
102100,0.07
102112,0.081
102113,0.081
102122,0.103
102123,0.086
102125,0.075
102126,0.116
102146,0.087
102147,0.076
102151,0.079
102158,0.083
102159,0.059
102162,0.077
102165,0.071
102166,0.076
102174,0.077
102193,0.091
102198,0.069
102205,0.085
102206,0.076
102218,0.071
102221,0.076
102230,0.087
102238,0.078
102248,0.077
102252,0.096
102259,0.068
102262,0.114
102273,0.076
102286,0.085
102293,0.078
102294,0.079
102296,0.073
102298,0.084
102303,0.073
102309,0.083
102315,0.089
102340,0.065
102342,0.084
102344,0.085
102346,0.09
102347,0.083
102374,0.083
102380,0.079
102387,0.075
102393,0.07
102403,0.065
102413,0.081
102414,0.068
102415,0.076
102416,0.087
102439,0.081
102441,0.068
102443,0.084
102444,0.109
102445,0.09
102448,0.083
102449,0.089
102450,0.102
102456,0.089
102458,0.083
102459,0.063
102465,0.057
102470,0.127
102471,0.076
102475,0.086
102476,0.079
102506,0.083
102509,0.073
102519,0.075
102522,0.07
102545,0.065
102549,0.086
102562,0.075
102563,0.059
102568,0.088
102582,0.083
102592,0.061
102597,0.116
102605,0.09
102614,0.081
102617,0.084
102634,0.082
102652,0.059
102655,0.057
102671,0.082
102694,0.083
102701,0.084
102703,0.061
102704,0.07
102713,0.057
102720,0.1
102731,0.075
102733,0.079
102749,0.086
102755,0.069
102763,0.066
102770,0.09
102772,0.092
102799,0.096
102838,0.081
102854,0.07
102862,0.079
102863,0.075
102867,0.075
102868,0.059
102878,0.079
102887,0.065
102898,0.095
102904,0.08
102912,0.079
102919,0.069
102927,0.064
102932,0.088
102933,0.081
102935,0.057
102958,0.075
102969,0.086
102971,0.081
102975,0.063
102979,0.07
102982,0.075
102987,0.102
102989,0.079
102995,0.075
102996,0.09
103000,0.071
103001,0.091
103004,0.085
103010,0.07
103025,0.073
103029,0.099
103046,0.07
103056,0.07
103062,0.091
103078,0.079
103083,0.065
103092,0.08
103096,0.069
103097,0.091
103102,0.084
103112,0.086
103132,0.069
103144,0.079
103145,0.075
103146,0.069
103147,0.075
103158,0.073
103171,0.09
103173,0.072
103184,0.084
103195,0.118
103196,0.071
103206,0.081
103230,0.092
103231,0.102
103232,0.09
103239,0.09
103240,0.089
103243,0.059
103252,0.079
103258,0.062
103259,0.097
103279,0.078
103280,0.075
103286,0.07
103287,0.099
103290,0.077
103298,0.08
103315,0.069
103319,0.077
103334,0.085
103336,0.077
103345,0.085
103368,0.076
103371,0.108
103377,0.073
103398,0.059
103404,0.057
103408,0.131
103410,0.075
103418,0.075
103420,0.121
103432,0.08
103433,0.075
103436,0.067
103440,0.08
103453,0.078
103459,0.096
103460,0.071
103461,0.064
103462,0.092
103473,0.079
103474,0.057
103475,0.102
103478,0.098
103480,0.081
103484,0.057
103494,0.068
103513,0.093
103515,0.073
103516,0.084
103525,0.078
103541,0.094
103544,0.081
103562,0.098
103570,0.129
103572,0.087
103574,0.064
103575,0.079
103591,0.095
103594,0.071
103609,0.069
103613,0.084
103614,0.086
103615,0.057
103624,0.076
103625,0.102
103628,0.118
103629,0.075
103647,0.079
103648,0.082
103651,0.083
103658,0.078
103668,0.064
103669,0.064
103676,0.075
103682,0.073
103683,0.069
103689,0.07
103725,0.075
103733,0.092
103744,0.065
103762,0.083
103771,0.089
103773,0.075
103783,0.073
103784,0.075
103808,0.069
103812,0.083
103813,0.09
103814,0.094
103818,0.095
103824,0.082
103828,0.069
103830,0.104
103840,0.057
103842,0.087
103847,0.091
103848,0.079
103851,0.071
103854,0.113
103857,0.115
103861,0.077
103862,0.089
103865,0.085
103870,0.062
103876,0.076
103891,0.129
103908,0.079
103914,0.084
103918,0.076
103940,0.087
103963,0.123
103966,0.091
103971,0.077
103980,0.106
103984,0.082
103985,0.075
103998,0.09
104019,0.069
104026,0.076
104035,0.102
104044,0.075
104045,0.087
104047,0.113
104051,0.07
104058,0.075
104063,0.067
104066,0.095
104087,0.065
104089,0.074
104095,0.087
104098,0.093
104104,0.054
104110,0.101
104120,0.096
104122,0.069
104131,0.084
104132,0.079
104135,0.077
104136,0.078
104149,0.096
104150,0.07
104156,0.087
104165,0.087
104175,0.086
104179,0.078
104184,0.096
104206,0.062
104216,0.107
104230,0.108
104257,0.054
104272,0.059
104273,0.093
104278,0.069
104294,0.089
104295,0.086
104297,0.082
104298,0.089
104308,0.094
104318,0.079
104319,0.065
104320,0.09
104327,0.075
104334,0.079
104344,0.084
104350,0.081
104351,0.094
104354,0.093
104369,0.091
104376,0.068
104381,0.068
104384,0.081
104391,0.077
104394,0.085
104398,0.095
104402,0.066
104408,0.084
104409,0.057
104410,0.103
104412,0.092
104417,0.091
104424,0.086
104426,0.069
104435,0.073
104445,0.075
104458,0.065
104460,0.076
104466,0.079
104472,0.081
104473,0.098
104479,0.069
104480,0.079
104482,0.097
104499,0.07
104501,0.069
104502,0.075
104506,0.073
104510,0.075
104512,0.068
104520,0.097
104528,0.086
104529,0.077
104541,0.083
104578,0.071
104584,0.089
104588,0.069
104602,0.087
104610,0.069
104611,0.08
104618,0.083
104620,0.064
104622,0.073
104624,0.077
104625,0.078
104634,0.11
104639,0.081
104646,0.076
104647,0.064
104652,0.06
104670,0.085
104677,0.085
104685,0.116
104691,0.076
104696,0.075
104699,0.069
104712,0.094
104714,0.075
104717,0.084
104718,0.071
104740,0.064
104741,0.064
104743,0.057
104744,0.075
104747,0.085
104767,0.079
104772,0.123
104776,0.094
104779,0.07
104814,0.081
104815,0.074
104830,0.079
104831,0.107
104833,0.095
104839,0.075
104840,0.081
104860,0.089
104861,0.075
104866,0.071
104870,0.069
104877,0.078
104878,0.069
104879,0.075
104880,0.067
104899,0.081
104906,0.069
104907,0.088
104913,0.083
104916,0.077
104921,0.11
104930,0.073
104931,0.087
104936,0.078
104937,0.088
104942,0.07
104943,0.075
104969,0.098
104972,0.098
104988,0.082
105013,0.082
105015,0.076
105019,0.069
105027,0.087
105030,0.087
105035,0.105
105041,0.069
105051,0.085
105056,0.07
105067,0.109
105071,0.064
105072,0.057
105074,0.088
105091,0.083
105101,0.075
105103,0.084
105134,0.073
105139,0.075
105142,0.091
105146,0.075
105163,0.061
105168,0.069
105172,0.07
105176,0.13
105195,0.069
105196,0.101
105197,0.07
105203,0.075
105223,0.093
105227,0.085
105228,0.069
105230,0.084
105231,0.11
105239,0.061
105242,0.083
105244,0.067
105245,0.081
105248,0.058
105249,0.079
105266,0.087
105271,0.095
105276,0.073
105282,0.079
105292,0.07
105297,0.069
105332,0.087
105333,0.079
105343,0.083
105344,0.061
105345,0.088
105357,0.085
105359,0.081
105366,0.065
105367,0.085
105370,0.07
105377,0.101
105390,0.084
105399,0.063
105403,0.084
105404,0.074
105414,0.059
105417,0.075
105425,0.099
105452,0.082
105454,0.079
105456,0.086
105470,0.085
105471,0.069
105483,0.085
105493,0.079
105508,0.09
105514,0.073
105515,0.069
105528,0.1
105529,0.07
105531,0.075
105532,0.077
105558,0.069
105574,0.079
105578,0.07
105584,0.094
105595,0.075
105617,0.077
105618,0.077
105621,0.057
105625,0.083
105629,0.1
105630,0.067
105634,0.085
105635,0.079
105641,0.083
105647,0.102
105648,0.072
105655,0.069
105657,0.067
105672,0.081
105678,0.094
105682,0.099
105691,0.073
105692,0.077
105706,0.091
105712,0.083
105720,0.086
105734,0.084
105735,0.07
105736,0.11
105737,0.064
105738,0.097
105740,0.095
105744,0.092
105747,0.091
105749,0.094
105754,0.059
105758,0.075
105760,0.064
105767,0.085
105784,0.084
105791,0.071
105802,0.099
105807,0.095
105809,0.071
105816,0.066
105817,0.073
105824,0.092
105832,0.079
105856,0.077
105865,0.085
105899,0.081
105906,0.069
105916,0.075
105923,0.081
105937,0.109
105965,0.07
105966,0.082
105968,0.087
105973,0.075
105976,0.096
105978,0.054
105979,0.061
105991,0.109
105998,0.11
105999,0.081
106000,0.089
106001,0.094
106010,0.082
106011,0.079
106013,0.095
106015,0.073
106026,0.067
106032,0.085
106035,0.112
106040,0.076
106041,0.097
106044,0.067
106053,0.101
106054,0.066
106065,0.098
106081,0.066
106083,0.07
106087,0.076
106090,0.079
106101,0.063
106102,0.09
106109,0.084
106116,0.061
106150,0.075
106155,0.092
106166,0.076
106176,0.07
106189,0.061
106199,0.091
106205,0.103
106206,0.083
106211,0.075
106214,0.061
106216,0.077
106217,0.091
106225,0.076
106249,0.069
106256,0.085
106258,0.077
106261,0.075
106262,0.091
106264,0.064
106271,0.062
106276,0.081
106277,0.094
106286,0.082
106293,0.07
106295,0.068
106296,0.081
106297,0.085
106298,0.072
106311,0.064
106314,0.091
106320,0.09
106334,0.095
106346,0.083
106347,0.057
106349,0.07
106354,0.078
106360,0.076
106373,0.084
106377,0.085
106386,0.1
106387,0.084
106391,0.054
106401,0.103
106411,0.094
106413,0.097
106426,0.088
106427,0.069
106428,0.09
106434,0.084
106438,0.068
106440,0.081
106441,0.061
106452,0.085
106453,0.077
106454,0.112
106457,0.084
106484,0.069
106488,0.08
106491,0.085
106514,0.084
106527,0.097
106528,0.083
106529,0.07
106534,0.091
106550,0.08
106577,0.077
106585,0.11
106590,0.07
106607,0.07
106610,0.084
106611,0.074
106612,0.087
106624,0.063
106631,0.059
106647,0.131
106660,0.085
106674,0.071
106687,0.084
106712,0.08
106713,0.073
106717,0.07
106720,0.091
106721,0.094
106724,0.081
106735,0.096
106739,0.088
106740,0.085
106754,0.079
106760,0.101
106761,0.101
106784,0.082
106787,0.069
106797,0.075
106798,0.083
106802,0.096
106803,0.086
106804,0.098
106805,0.075
106810,0.082
106812,0.099
106813,0.072
106817,0.101
106822,0.083
106823,0.081
106827,0.065
106841,0.083
106851,0.116
106852,0.084
106853,0.1
106854,0.125
106861,0.077
106873,0.083
106877,0.057
106878,0.077
106881,0.085
106900,0.077
106906,0.063
106907,0.086
106914,0.091
106916,0.081
106924,0.075
106931,0.079
106936,0.091
106937,0.087
106938,0.08
106939,0.081
106943,0.077
106944,0.085
106967,0.09
106980,0.062
106986,0.09
106987,0.07
106990,0.073
107013,0.075
107023,0.102
107033,0.083
107037,0.084
107048,0.077
107071,0.076
107081,0.075
107113,0.07
107130,0.083
107131,0.075
107145,0.089
107156,0.079
107219,0.1
107222,0.084
107223,0.102
107232,0.09
107245,0.108
107246,0.061
107247,0.069
107256,0.063
107259,0.076
107260,0.069
107279,0.092
107280,0.069
107281,0.071
107285,0.083
107329,0.084
107337,0.089
107349,0.065
107350,0.067
107351,0.057
107359,0.12
107391,0.093
107394,0.075
107395,0.07
107406,0.088
107416,0.081
107417,0.07
107418,0.07
107419,0.069
107444,0.076
107445,0.084
107446,0.084
107460,0.085
107470,0.079
107475,0.083
107520,0.076
107526,0.091
107527,0.065
107530,0.075
107532,0.088
107534,0.091
107535,0.099
107554,0.095
107556,0.073
107559,0.084
107561,0.058
107564,0.086
107566,0.081
107571,0.062
107590,0.099
107602,0.079
107625,0.083
107626,0.113
107635,0.07
107636,0.063
107645,0.081
107652,0.114
107655,0.07
107668,0.081
107670,0.075
107677,0.057
107680,0.095
107683,0.089
107684,0.069
107691,0.076
107692,0.08
107703,0.085
107709,0.076
107710,0.072
107721,0.095
107725,0.088
107727,0.083
107739,0.077
107740,0.078
107741,0.077
107747,0.07
107765,0.102
107768,0.085
107775,0.077
107782,0.105
107790,0.09
107801,0.076
107807,0.065
107811,0.083
107817,0.09
107826,0.073
107838,0.092
107839,0.085
107843,0.079
107847,0.08
107849,0.084
107850,0.075
107867,0.098
107871,0.075
107908,0.075
107913,0.093
107927,0.083
107931,0.061
107955,0.071
107962,0.07
107977,0.081
107978,0.075
107993,0.071
108010,0.074
108016,0.087
108018,0.105
108027,0.093
108045,0.098
108069,0.101
108082,0.073
108089,0.102
108092,0.075
108106,0.076
108112,0.064
108120,0.097
108122,0.102
108135,0.09
108170,0.07
108171,0.076
108177,0.071
108180,0.081
108183,0.071
108184,0.073
108185,0.075
108192,0.081
108195,0.106
108196,0.088
108218,0.059
108219,0.091
108243,0.104
108249,0.061
108251,0.065
108274,0.067
108280,0.135
108289,0.075
108292,0.071
108295,0.075
108327,0.069
108332,0.073
108346,0.08
108349,0.087
108353,0.057
108362,0.07
108363,0.067
108377,0.12
108378,0.095
108381,0.054
108383,0.085
108390,0.061
108407,0.069
108408,0.07
108411,0.068
108412,0.07
108419,0.084
108436,0.095
108437,0.097
108438,0.081
108441,0.083
108448,0.059
108449,0.07
108466,0.07
108467,0.101
108473,0.077
108474,0.076
108476,0.065
108479,0.071
108486,0.07
108493,0.08
108501,0.057
108506,0.116
108510,0.075
108511,0.091
108514,0.081
108517,0.087
108519,0.079
108522,0.076
108548,0.1
108554,0.108
108555,0.094
108559,0.07
108562,0.075
108571,0.059
108572,0.068
108579,0.066
108583,0.061
108584,0.082
108592,0.07
108602,0.059
108609,0.07
108613,0.077
108616,0.081
108618,0.085
108620,0.063
108643,0.058
108649,0.064
108654,0.091
108655,0.065
108656,0.073
108667,0.085
108668,0.115
108682,0.084
108690,0.092
108691,0.081
108692,0.088
108695,0.079
108699,0.059
108710,0.089
108718,0.087
108739,0.073
108740,0.073
108741,0.057
108742,0.087
108763,0.082
108767,0.081
108769,0.099
108779,0.1
108788,0.057
108801,0.087
108802,0.081
108810,0.087
108811,0.081
108813,0.069
108814,0.091
108825,0.074
108826,0.08
108830,0.083
108834,0.058
108852,0.059
108887,0.108
108901,0.093
108908,0.057
108910,0.085
108920,0.069
108922,0.082
108929,0.091
108930,0.079
108937,0.085
108938,0.059
108943,0.085
108948,0.077
108953,0.076
108956,0.101
108965,0.059
108985,0.117
108986,0.083
108987,0.083
108990,0.07
108991,0.081
108993,0.083
109000,0.085
109001,0.12
109012,0.126
109014,0.09
109015,0.083
109021,0.071
109037,0.069
109042,0.095
109044,0.085
109046,0.128
109064,0.063
109084,0.085
109086,0.079
109092,0.071
109093,0.098
109100,0.078
109101,0.054
109110,0.061
109114,0.122
109126,0.098
109152,0.059
109162,0.075
109167,0.091
109168,0.081
109169,0.079
109179,0.079
109184,0.105
109191,0.085
109192,0.07
109193,0.063
109196,0.08
109206,0.082
109210,0.057
109244,0.091
109249,0.079
109273,0.083
109276,0.093
109281,0.058
109287,0.057
109297,0.108
109298,0.073
109306,0.077
109309,0.071
109321,0.116
109328,0.11
109336,0.085
109342,0.078
109346,0.057
109347,0.071
109348,0.085
109362,0.077
109363,0.067
109367,0.059
109370,0.064
109393,0.08
109405,0.08
109413,0.091
109414,0.139
109421,0.07
109427,0.084
109428,0.057
109429,0.104
109437,0.076
109443,0.065
109461,0.091
109468,0.087
109469,0.073
109471,0.091
109479,0.067
109484,0.068
109501,0.089
109505,0.082
109535,0.084
109539,0.059
109544,0.097
109545,0.076
109551,0.082
109553,0.069
109555,0.057
109561,0.094
109580,0.061
109583,0.111
109593,0.101
109604,0.084
109620,0.075
109635,0.057
109637,0.11
109638,0.085
109642,0.089
109649,0.077
109652,0.095
109656,0.077
109663,0.082
109696,0.099
109700,0.105
109709,0.084
109735,0.068
109740,0.084
109741,0.098
109749,0.087
109764,0.077
109771,0.082
109772,0.07
109773,0.109
109798,0.065
109802,0.101
109804,0.079
109813,0.068
109818,0.068
109848,0.078
109850,0.076
109851,0.075
109855,0.078
109871,0.122
109877,0.084
109883,0.09
109886,0.057
109905,0.089
109936,0.093
109950,0.113
109958,0.087
109959,0.094
109969,0.075
109971,0.082
109984,0.057
109985,0.12
109988,0.064
109992,0.075
110005,0.084
110009,0.084
110011,0.099
110014,0.083
110026,0.079
110042,0.073
110058,0.057
110069,0.085
110080,0.061
110087,0.085
110091,0.082
110094,0.075
110098,0.12
110105,0.08
110117,0.083
110136,0.097
110138,0.104
110149,0.122
110164,0.085
110202,0.096
110212,0.077
110226,0.073
110236,0.081
110249,0.069
110257,0.071
110258,0.076
110277,0.054
110282,0.073
110284,0.079
110286,0.076
110289,0.07
110304,0.067
110319,0.084
110324,0.096
110326,0.079
110335,0.069
110337,0.091
110338,0.083
110343,0.076
110345,0.073
110347,0.076
110355,0.075
110359,0.077
110360,0.107
110364,0.104
110371,0.085
110372,0.075
110376,0.081
110379,0.101
110380,0.085
110393,0.071
110401,0.096
110406,0.069
110411,0.085
110416,0.057
110420,0.069
110443,0.088
110465,0.054
110468,0.076
110469,0.095
110471,0.101
110487,0.11
110491,0.083
110504,0.081
110547,0.061
110550,0.057
110559,0.094
110578,0.091
110582,0.07
110590,0.089
110598,0.077
110601,0.087
110602,0.077
110604,0.077
110625,0.103
110626,0.103
110636,0.099
110637,0.087
110638,0.091
110646,0.096
110648,0.075
110652,0.082
110681,0.075
110682,0.077
110687,0.096
110691,0.071
110694,0.071
110695,0.057
110696,0.073
110708,0.079
110710,0.061
110717,0.082
110730,0.09
110740,0.079
110742,0.083
110747,0.075
110761,0.063
110766,0.068
110769,0.069
110774,0.077
110803,0.085
110805,0.085
110809,0.102
110827,0.069
110832,0.079
110839,0.077
110859,0.095
110861,0.057
110863,0.099
110865,0.085
110881,0.082
110889,0.057
110891,0.076
110894,0.069
110895,0.097
110907,0.095
110914,0.081
110933,0.069
110934,0.076
110937,0.083
110953,0.07
110954,0.075
110958,0.133
110970,0.061
110974,0.075
110977,0.083
110989,0.079
110993,0.108
110994,0.083
111018,0.083
111019,0.059
111030,0.084
111032,0.087
111041,0.069
111045,0.071
111048,0.054
111052,0.08
111070,0.099
111084,0.101
111091,0.081
111104,0.084
111108,0.098
111112,0.076
111127,0.075
111142,0.09
111146,0.083
111165,0.083
111168,0.075
111169,0.095
111172,0.078
111173,0.059
111174,0.093
111175,0.089
111176,0.07
111177,0.084
111180,0.057
111182,0.073
111192,0.079
111194,0.096
111196,0.09
111197,0.069
111198,0.068
111205,0.077
111207,0.095
111222,0.059
111228,0.061
111233,0.077
111256,0.07
111258,0.073
111262,0.09
111263,0.084
111267,0.054
111269,0.079
111276,0.086
111277,0.091
111279,0.077
111290,0.059
111294,0.07
111295,0.087
111315,0.089
111318,0.095
111327,0.061
111328,0.093
111332,0.082
111338,0.079
111343,0.099
111344,0.067
111345,0.126
111347,0.079
111356,0.065
111359,0.083
111367,0.054
111368,0.07
111391,0.093
111408,0.059
111412,0.075
111419,0.098
111422,0.085
111423,0.11
111439,0.07
111452,0.129
111456,0.09
111467,0.069
111478,0.089
111482,0.089
111488,0.09
111503,0.095
111510,0.054
111512,0.057
111518,0.091
111532,0.077
111537,0.069
111541,0.076
111544,0.085
111550,0.071
111554,0.091
111560,0.094
111566,0.057
111567,0.1
111592,0.065
111618,0.075
111620,0.07
111627,0.07
111641,0.076
111646,0.109
111652,0.091
111657,0.08
111664,0.084
111665,0.061
111669,0.073
111673,0.071
111687,0.071
111688,0.077
111689,0.071
111694,0.08
111695,0.079
111698,0.063
111703,0.054
111709,0.057
111712,0.073
111715,0.084
111724,0.093
111730,0.079
111747,0.073
111760,0.073
111761,0.07
111763,0.081
111776,0.069
111777,0.069
111781,0.079
111793,0.113
111804,0.105
111810,0.114
111816,0.057
111818,0.079
111830,0.059
111832,0.065
111841,0.057
111842,0.089
111843,0.089
111846,0.098
111848,0.107
111856,0.059
111857,0.069
111877,0.081
111882,0.077
111883,0.083
111891,0.062
111893,0.069
111901,0.081
111912,0.083
111913,0.062
111955,0.057
111958,0.069
111960,0.077
111967,0.081
112000,0.093
112003,0.095
112015,0.113
112019,0.125
112020,0.082
112028,0.086
112029,0.085
112031,0.07
112039,0.08
112042,0.073
112049,0.057
112052,0.105
112054,0.082
112055,0.078
112063,0.095
112070,0.085
112071,0.087
112080,0.083
112083,0.059
112085,0.095
112089,0.086
112098,0.092
112100,0.075
112105,0.076
112124,0.075
112126,0.099
112127,0.086
112128,0.104
112148,0.077
112149,0.079
112165,0.087
112170,0.075
112171,0.085
112176,0.07
112186,0.071
112199,0.086
112203,0.083
112214,0.087
112215,0.057
112216,0.083
112224,0.081
112225,0.083
112231,0.097
112234,0.086
112235,0.068
112236,0.083
112254,0.09
112265,0.094
112271,0.09
112284,0.075
112287,0.091
112295,0.095
112303,0.093
112307,0.097
112310,0.075
112312,0.122
112313,0.057
112326,0.08
112333,0.075
112334,0.095
112339,0.081
112347,0.069
112350,0.088
112356,0.088
112357,0.059
112359,0.113
112360,0.094
112371,0.085
112385,0.061
112392,0.061
112401,0.085
112405,0.09
112414,0.1
112429,0.086
112448,0.07
112467,0.08
112468,0.104
112469,0.09
112491,0.077
112500,0.113
112510,0.105
112535,0.102
112537,0.085
112551,0.088
112552,0.084
112556,0.09
112577,0.084
112590,0.069
112593,0.069
112596,0.078
112601,0.073
112604,0.105
112622,0.075
112655,0.07
112663,0.073
112667,0.067
112670,0.073
112676,0.093
112677,0.061
112679,0.076
112683,0.081
112688,0.077
112692,0.089
112696,0.089
112702,0.062
112709,0.07
112720,0.075
112735,0.069
112738,0.084
112742,0.069
112748,0.057
112749,0.067
112766,0.09
112767,0.057
112769,0.067
112771,0.081
112775,0.083
112794,0.092
112795,0.057
112796,0.078
112815,0.084
112817,0.079
112821,0.075
112822,0.069
112829,0.089
112831,0.109
112835,0.077
112838,0.07
112842,0.08
112844,0.104
112845,0.075
112846,0.057
112847,0.076
112867,0.093
112868,0.069
112874,0.067
112879,0.084
112882,0.078
112886,0.073
112895,0.071
112896,0.084
112902,0.082
112904,0.085
112917,0.102
112932,0.088
112944,0.065
112946,0.085
112947,0.076
112948,0.077
112966,0.076
112967,0.072
112971,0.077
112973,0.09
112974,0.07
112978,0.119
112988,0.077
112992,0.09
113003,0.077
113004,0.083
113007,0.095
113020,0.092
113025,0.098
113032,0.069
113042,0.112
113047,0.07
113066,0.059
113067,0.081
113071,0.061
113087,0.085
113108,0.079
113109,0.075
113123,0.071
113128,0.102
113134,0.085
113151,0.081
113175,0.107
113181,0.057
113188,0.083
113191,0.079
113193,0.1
113201,0.081
113209,0.085
113222,0.073
113248,0.054
113272,0.085
113276,0.073
113287,0.063
113302,0.077
113308,0.083
113316,0.091
113318,0.061
113320,0.07
113322,0.094
113325,0.109
113326,0.083
113332,0.065
113346,0.124
113352,0.08
113361,0.07
113362,0.059
113365,0.095
113366,0.057
113368,0.075
113382,0.074
113385,0.082
113390,0.094
113391,0.079
113393,0.079
113396,0.09
113397,0.091
113402,0.084
113403,0.083
113405,0.073
113406,0.095
113410,0.133
113413,0.065
113418,0.084
113419,0.059
113435,0.094
113438,0.102
113447,0.059
113458,0.061
113466,0.073
113475,0.081
113482,0.077
113490,0.085
113505,0.089
113508,0.087
113520,0.066
113532,0.077
113535,0.071
113549,0.076
113557,0.11
113558,0.071
113561,0.079
113566,0.079
113569,0.061
113574,0.085
113576,0.107
113577,0.07
113585,0.081
113587,0.089
113599,0.093
113601,0.084
113602,0.094
113605,0.075
113609,0.121
113611,0.104
113616,0.064
113627,0.102
113631,0.09
113643,0.077
113652,0.086
113657,0.074
113659,0.07
113672,0.07
113680,0.075
113692,0.084
113694,0.075
113695,0.09
113701,0.075
113733,0.073
113738,0.083
113740,0.093
113742,0.07
113777,0.075
113783,0.086
113788,0.087
113789,0.091
113791,0.099
113795,0.07
113799,0.096
113805,0.07
113820,0.076
113822,0.077
113824,0.085
113829,0.07
113832,0.076
113833,0.064
113841,0.078
113849,0.089
113862,0.091
113863,0.113
113864,0.071
113870,0.085
113875,0.071
113882,0.079
113887,0.079
113894,0.069
113909,0.066
113930,0.081
113936,0.103
113939,0.077
113942,0.082
113943,0.097
113945,0.083
113947,0.079
113950,0.054
113951,0.09
113957,0.072
113966,0.095
113967,0.091
113977,0.082
113984,0.104
113986,0.083
113992,0.059
113998,0.054
113999,0.118
114003,0.075
